LineName,BeginStationSeriesId,BeginStationNum,EndStationSeriesId,EndStationNum,tablename
LS7108,237,1318.96804,237,1321.53304,COVERDEPTH
LS7108,237,1321.53304,237,1327.44204,COVERDEPTH
LS7108,237,1327.44204,237,1334.46804,COVERDEPTH
LS7108,237,1334.46804,237,1340.87904,COVERDEPTH
LS7108,237,1340.87904,237,1343.40704,COVERDEPTH
LS7108,237,1343.40704,237,1345.65204,COVERDEPTH
LS7108,237,1345.65204,237,1348.11804,COVERDEPTH
LS7108,237,1348.11804,237,1351.57404,COVERDEPTH
LS7108,237,1351.57404,237,1364.71304,COVERDEPTH
LS7108,237,1364.71304,237,1367.10704,COVERDEPTH
LS7108,237,1367.10704,237,1369.23604,COVERDEPTH
LS7108,237,1369.23604,237,1371.56704,COVERDEPTH
LS7108,237,1371.56704,237,1375.24204,COVERDEPTH
LS7108,237,1375.24204,237,1386.98404,COVERDEPTH
LS7108,237,1386.98404,237,1397.65204,COVERDEPTH
LS7108,237,1397.65204,237,1408.27704,COVERDEPTH
LS7108,237,1408.27704,237,1424.51604,COVERDEPTH
LS7108,237,1424.51604,237,1434.53204,COVERDEPTH
LS7108,237,1434.53204,237,1438.95605,COVERDEPTH
LS7108,237,1438.95605,237,1441.37904,COVERDEPTH
LS7108,237,1441.37904,237,1443.80205,COVERDEPTH
LS7108,237,1443.80205,237,1446.40404,COVERDEPTH
LS7108,237,1446.40404,237,1451.65404,COVERDEPTH
LS7108,237,1451.65404,237,1458.20605,COVERDEPTH
LS7108,237,1458.20605,237,1462.40204,COVERDEPTH
LS7108,237,1462.40204,237,1470.58505,COVERDEPTH
LS7108,237,1470.58505,237,1475.65505,COVERDEPTH
LS7108,237,1475.65505,237,1482.12805,COVERDEPTH
LS7108,237,1482.12805,237,1486.30904,COVERDEPTH
LS7108,237,1486.30904,237,1489.19004,COVERDEPTH
LS7108,237,1489.19004,237,1491.77005,COVERDEPTH
LS7108,237,1491.77005,237,1499.48405,COVERDEPTH
LS7108,237,1499.48405,237,1515.44205,COVERDEPTH
LS7108,237,1515.44205,237,1533.48305,COVERDEPTH
LS7108,237,1533.48305,237,1545.44005,COVERDEPTH
LS7108,237,1545.44005,237,1559.82205,COVERDEPTH
LS7108,237,1559.82205,237,1577.71605,COVERDEPTH
LS7108,237,1577.71605,237,1598.79605,COVERDEPTH
LS7108,237,1598.79605,237,1622.49605,COVERDEPTH
LS7108,237,1622.49605,237,1646.71305,COVERDEPTH
LS7108,237,1646.71305,237,1664.93605,COVERDEPTH
LS7108,237,1664.93605,237,1671.79005,COVERDEPTH
LS7108,237,1671.79005,237,1672.73805,COVERDEPTH
LS7108,237,1672.73805,237,1677.49605,COVERDEPTH
LS7108,237,1677.49605,237,1682.62605,COVERDEPTH
LS7108,237,1682.62605,237,1684.04505,COVERDEPTH
LS7108,237,1684.04505,237,1684.94805,COVERDEPTH
LS7108,237,1684.94805,237,1685.28105,COVERDEPTH
LS7108,237,1685.28105,237,1685.69805,COVERDEPTH
LS7108,237,1685.69805,237,1687.19005,COVERDEPTH
LS7108,237,1687.19005,237,1689.13805,COVERDEPTH
LS7108,237,1689.13805,237,1690.52805,COVERDEPTH
LS7108,237,1690.52805,237,1692.03505,COVERDEPTH
LS7108,237,1692.03505,237,1693.71405,COVERDEPTH
LS7108,237,1693.71405,237,1695.21305,COVERDEPTH
LS7108,237,1695.21305,237,1696.82105,COVERDEPTH
LS7108,237,1696.82105,237,1700.31305,COVERDEPTH
LS7108,237,1700.31305,237,1703.87205,COVERDEPTH
LS7108,237,1703.87205,237,1705.16205,COVERDEPTH
LS7108,237,1705.16205,237,1705.58805,COVERDEPTH
LS7108,237,1705.58805,237,1705.99105,COVERDEPTH
LS7108,237,1705.99105,237,1708.53905,COVERDEPTH
LS7108,237,1708.53905,237,1711.30405,COVERDEPTH
LS7108,237,1711.30405,237,1715.00405,COVERDEPTH
LS7108,237,1715.00405,237,1724.42605,COVERDEPTH
LS7108,237,1724.42605,237,1742.31505,COVERDEPTH
LS7108,237,1742.31505,237,1763.05306,COVERDEPTH
LS7108,237,1763.05306,237,1772.50805,COVERDEPTH
LS7108,237,1772.50805,237,1774.47906,COVERDEPTH
LS7108,237,1774.47906,237,1777.05306,COVERDEPTH
LS7108,237,1777.05306,237,1779.32005,COVERDEPTH
LS7108,237,1779.32005,237,1781.74006,COVERDEPTH
LS7108,237,1781.74006,237,1787.56905,COVERDEPTH
LS7108,237,1787.56905,237,1794.61606,COVERDEPTH
LS7108,237,1794.61606,237,1798.52305,COVERDEPTH
LS7108,237,1798.52305,237,1800.96405,COVERDEPTH
LS7108,237,1800.96405,237,1805.39906,COVERDEPTH
LS7108,237,1805.39906,237,1811.44806,COVERDEPTH
LS7108,237,1811.44806,237,1828.07306,COVERDEPTH
LS7108,237,1828.07306,237,1851.97906,COVERDEPTH
LS7108,237,1851.97906,237,1868.47406,COVERDEPTH
LS7108,237,1868.47406,237,1874.21406,COVERDEPTH
LS7108,237,1874.21406,237,1876.74806,COVERDEPTH
LS7108,237,1876.74806,237,1879.26506,COVERDEPTH
LS7108,237,1879.26506,237,1881.85606,COVERDEPTH
LS7108,237,1881.85606,237,1885.67106,COVERDEPTH
LS7108,237,1885.67106,237,1891.91306,COVERDEPTH
LS7108,237,1891.91306,237,1897.08706,COVERDEPTH
LS7108,237,1897.08706,237,1899.76606,COVERDEPTH
LS7108,237,1899.76606,237,1902.27006,COVERDEPTH
LS7108,237,1902.27006,237,1904.84806,COVERDEPTH
LS7108,237,1904.84806,237,1924.02106,COVERDEPTH
LS7108,237,1924.02106,237,1945.25406,COVERDEPTH
LS7108,237,1945.25406,237,1962.91406,COVERDEPTH
LS7108,237,1962.91406,237,1980.03606,COVERDEPTH
LS7108,237,1980.03606,237,1997.60406,COVERDEPTH
LS7108,237,1997.60406,237,2018.46206,COVERDEPTH
LS7108,237,2018.46206,237,2037.53406,COVERDEPTH
LS7108,237,2037.53406,237,2056.63107,COVERDEPTH
LS7108,237,2056.63107,237,2072.13207,COVERDEPTH
LS7108,237,2072.13207,237,2075.94607,COVERDEPTH
LS7108,237,2075.94607,237,2078.29406,COVERDEPTH
LS7108,237,2078.29406,237,2086.01607,COVERDEPTH
LS7108,237,2086.01607,237,2092.60706,COVERDEPTH
LS7108,237,2092.60706,237,2094.13607,COVERDEPTH
LS7108,237,2094.13607,237,2095.06307,COVERDEPTH
LS7108,237,2095.06307,237,2095.80007,COVERDEPTH
LS7108,237,2095.80007,237,2096.57006,COVERDEPTH
LS7108,237,2096.57006,237,2097.85606,COVERDEPTH
LS7108,237,2097.85606,237,2102.05906,COVERDEPTH
LS7108,237,2102.05906,237,2106.82006,COVERDEPTH
LS7108,237,2106.82006,237,2109.36407,COVERDEPTH
LS7108,237,2109.36407,237,2114.49107,COVERDEPTH
LS7108,237,2114.49107,237,2118.55906,COVERDEPTH
LS7108,237,2118.55906,237,2120.62107,COVERDEPTH
LS7108,237,2120.62107,237,2123.25307,COVERDEPTH
LS7108,237,2123.25307,237,2124.57907,COVERDEPTH
LS7108,237,2124.57907,237,2126.92407,COVERDEPTH
LS7108,237,2126.92407,237,2128.63107,COVERDEPTH
LS7108,237,2128.63107,237,2128.78707,COVERDEPTH
LS7108,237,2128.78707,237,2130.87007,COVERDEPTH
LS7108,237,2130.87007,237,2136.36207,COVERDEPTH
LS7108,237,2136.36207,237,2141.58107,COVERDEPTH
LS7108,237,2141.58107,237,2144.96907,COVERDEPTH
LS7108,237,2144.96907,237,2150.55607,COVERDEPTH
LS7108,237,2150.55607,237,2157.14307,COVERDEPTH
LS7108,237,2157.14307,237,2161.07907,COVERDEPTH
LS7108,237,2161.07907,237,2163.32707,COVERDEPTH
LS7108,237,2163.32707,237,2165.25107,COVERDEPTH
LS7108,237,2165.25107,237,2167.29807,COVERDEPTH
LS7108,237,2167.29807,237,2172.03007,COVERDEPTH
LS7108,237,2172.03007,237,2181.13407,COVERDEPTH
LS7108,237,2181.13407,237,2183.72007,COVERDEPTH
LS7108,237,2183.72007,237,2186.15407,COVERDEPTH
LS7108,237,2186.15407,237,2188.42807,COVERDEPTH
LS7108,237,2188.42807,237,2190.67407,COVERDEPTH
LS7108,237,2190.67407,237,2195.88707,COVERDEPTH
LS7108,237,2195.88707,237,2210.39007,COVERDEPTH
LS7108,237,2210.39007,237,2231.38807,COVERDEPTH
LS7108,237,2231.38807,237,2248.58907,COVERDEPTH
LS7108,237,2248.58907,237,2258.08507,COVERDEPTH
LS7108,237,2258.08507,237,2265.94607,COVERDEPTH
LS7108,237,2265.94607,237,2274.30107,COVERDEPTH
LS7108,237,2274.30107,237,2277.89107,COVERDEPTH
LS7108,237,2277.89107,237,2284.55907,COVERDEPTH
LS7108,237,2284.55907,237,2289.80207,COVERDEPTH
LS7108,237,2289.80207,237,2291.83407,COVERDEPTH
LS7108,237,2291.83407,237,2293.99107,COVERDEPTH
LS7108,237,2293.99107,237,2296.29607,COVERDEPTH
LS7108,237,2296.29607,237,2298.88207,COVERDEPTH
LS7108,237,2298.88207,237,2303.30907,COVERDEPTH
LS7108,237,2303.30907,237,2310.26707,COVERDEPTH
LS7108,237,2310.26707,237,2312.47007,COVERDEPTH
LS7108,237,2312.47007,237,2314.79207,COVERDEPTH
LS7108,237,2314.79207,237,2318.02307,COVERDEPTH
LS7108,237,2318.02307,237,2322.84107,COVERDEPTH
LS7108,237,2322.84107,237,2334.03507,COVERDEPTH
LS7108,237,2334.03507,237,2344.31807,COVERDEPTH
LS7108,237,2344.31807,237,2346.46907,COVERDEPTH
LS7108,237,2346.46907,237,2352.35907,COVERDEPTH
LS7108,237,2352.35907,237,2357.98908,COVERDEPTH
LS7108,237,2357.98908,237,2360.14007,COVERDEPTH
