line,id,vendor,US_GWD_number,DS_GWD_number,tool,ILIRStartDate,status,type,vendor_comment,feature_number,feature_ODO,chainage_m,depth_fraction,length_mm,width_mm,OD_inch,WT_mm,grade_MPa,install_date,toughness_J,MAOP_kPa,begin_PS,end_PS,begin_VTS,end_VTS,begin_maop,end_maop,start_ILI_segment_m,end_ILI_segment_m
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102532,Rosen,780,790,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001026,1055.835,1051.92,0.29,124,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102531,Rosen,790,800,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001027,1061.296,1057.372,0.28,52,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102530,Rosen,790,800,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001029,1073.927,1069.985,0.27,46,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102529,Rosen,800,810,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001066,1093.606,1089.628,0.26,62,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102528,Rosen,800,810,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001068,1094.249,1090.27,0.27,48,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102527,Rosen,810,820,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001088,1099.226,1095.239,0.37,60,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102526,Rosen,810,820,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001093,1100.894,1096.905,0.34,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102525,Rosen,810,820,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001109,1111.063,1107.059,0.32,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102524,Rosen,810,820,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001111,1111.857,1107.852,0.35,201,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102523,Rosen,820,830,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001140,1122.643,1118.61,0.27,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102522,Rosen,830,840,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001174,1151.691,1147.532,0.3,36,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102521,Rosen,850,860,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001208,1172.609,1168.171,0.37,50,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102520,Rosen,850,860,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001212,1173.152,1168.71,0.28,26,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102519,Rosen,850,860,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001220,1173.78,1169.334,0.31,555,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102518,Rosen,870,880,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001240,1185.674,1181.189,0.26,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102517,Rosen,880,890,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001247,1193.123,1188.627,0.27,76,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102516,Rosen,880,890,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001249,1197.329,1192.828,0.27,60,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102515,Rosen,900,910,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001286,1217.902,1213.374,0.27,74,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102514,Rosen,900,910,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0001321,1222.064,1217.531,0.28,32,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102513,Rosen,920,930,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000023,1237.733,1233.179,0.3,46,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102512,Rosen,920,930,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000034,1243.876,1239.313,0.46,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102511,Rosen,920,930,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000035,1244.478,1239.914,0.27,86,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102510,Rosen,930,940,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000038,1248.348,1243.776,0.34,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102509,Rosen,930,940,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000050,1255.395,1250.804,0.44,64,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102508,Rosen,930,940,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000051,1255.773,1251.181,0.3,50,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102507,Rosen,940,950,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000074,1268.194,1263.58,0.46,62,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102506,Rosen,960,970,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000106,1292.505,1287.857,0.26,50,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102505,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000108,1298.477,1293.819,0.28,70,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102504,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000113,1299.674,1295.013,0.3,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102503,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000115,1300.237,1295.575,0.29,32,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102502,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000116,1300.6,1295.937,0.27,48,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102501,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000120,1301.535,1296.87,0.35,277,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102500,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000134,1303.769,1299.099,0.4,331,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102499,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000137,1304.405,1299.733,0.34,98,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102498,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000140,1305.082,1300.409,0.26,106,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102497,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000143,1305.624,1300.949,0.34,44,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102496,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000144,1306.181,1301.505,0.27,78,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102495,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000146,1306.506,1301.829,0.34,86,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102494,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000147,1306.667,1301.99,0.32,66,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102493,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000153,1309.155,1304.472,0.3,52,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102492,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000158,1310.791,1306.105,0.3,100,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102491,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000160,1311.333,1306.645,0.39,62,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102490,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000163,1314.432,1309.737,0.33,78,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102489,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000164,1314.598,1309.903,0.34,44,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102488,Rosen,970,980,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000167,1315.584,1310.887,0.36,120,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102487,Rosen,1020,1030,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000204,1365.522,1360.704,0.42,302,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102486,Rosen,1020,1030,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000206,1365.926,1361.107,0.4,58,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102485,Rosen,1020,1030,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000209,1366.51,1361.688,0.28,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102484,Rosen,1020,1030,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000225,1376.78,1371.916,0.26,56,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102483,Rosen,1030,1040,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000241,1398.661,1393.727,0.28,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102482,Rosen,1030,1040,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000243,1401.463,1396.522,0.3,50,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102481,Rosen,1050,1060,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000268,1436.45,1431.446,0.3,110,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102480,Rosen,1050,1060,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000274,1438.01,1433.003,0.33,46,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102479,Rosen,1080,1090,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000309,1486.455,1481.304,0.27,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102478,Rosen,1110,1120,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000341,1531.852,1526.581,0.3,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102477,Rosen,1120,1130,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000348,1540.93,1535.641,0.35,26,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102476,Rosen,1160,1170,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000363,1561.822,1556.494,0.36,52,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102475,Rosen,1160,1170,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000366,1564.093,1558.76,0.28,26,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102474,Rosen,1170,1180,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000381,1568.433,1563.086,0.32,56,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102473,Rosen,1170,1180,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000384,1570.523,1565.168,0.38,52,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102472,Rosen,1180,1190,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000409,1577.826,1572.424,0.36,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102471,Rosen,1180,1190,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000423,1579.316,1573.899,0.28,70,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102470,Rosen,1180,1190,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000459,1582.71,1577.261,0.27,44,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102469,Rosen,1190,1200,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000524,1590.065,1584.541,0.33,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102468,Rosen,1200,1210,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000545,1593.469,1587.93,0.27,36,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102467,Rosen,1210,1220,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000598,1604.07,1598.499,0.32,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102466,Rosen,1210,1220,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000599,1604.345,1598.773,0.3,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102465,Rosen,1210,1220,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000600,1606.001,1600.427,0.29,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102464,Rosen,1230,1240,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000623,1626.778,1621.174,0.35,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102463,Rosen,1250,1260,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000627,1635.645,1630.027,0.33,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102462,Rosen,1250,1260,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000635,1641.776,1636.148,0.28,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102461,Rosen,1260,1270,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000642,1655.385,1649.733,0.28,176,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102460,Rosen,1270,1280,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000652,1664.8,1659.129,0.32,58,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102459,Rosen,1280,1290,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000655,1668.324,1662.648,0.27,50,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102458,Rosen,1390,1400,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000738,1853.596,1847.523,0.31,28,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102457,Rosen,1430,1440,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000901,1928.366,1922.15,0.28,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102456,Rosen,1440,1450,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000911,1948.27,1942,0.34,32,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102455,Rosen,1450,1460,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000914,1966.185,1959.863,0.28,42,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102454,Rosen,1450,1460,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0001-0000915,1972.76,1966.421,0.3,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102453,Rosen,1480,1490,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0002-0000003,2026.793,2020.35,0.32,38,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,102452,Rosen,1480,1490,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0002-0000009,2032.639,2026.187,0.28,34,NULL,12.75,7.14,317,1/1/1966,8,9930,0,18026.155,0,157883.725,0,28475.134,0,157883.725
