line,InlineInspectionCrackAnomalyId,vendor,tool,ILIRStartDate,status,type,surface,chainage_m,depth_fraction,length_mm,width_mm,OD_inch,WT_mm,grade_MPa,toughness_J,install_date,begin_PS,end_PS,MAOP_kPa,begin_maop,end_maop
pipeline,1527621,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61252.17892,0.2461,94,94,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527624,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61253.17892,0.2636,19,19,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527626,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61254.17892,0.2752,50,50,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527633,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61255.17892,0.2016,176,176,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527634,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61256.17892,0.2248,109,109,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527637,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61257.17892,0.1977,138,138,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527640,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61258.17892,0.2558,109,109,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527646,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61259.17892,0.1899,141,141,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527649,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61260.17892,0.2733,103,103,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527652,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61261.17892,0.2674,107,107,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527654,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61262.17892,0.2791,86,86,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527655,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61263.17892,0.2771,46,46,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527656,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61264.17892,0.2888,77,77,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527657,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61265.17892,0.2364,61,61,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527658,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61266.17892,0.2578,56,56,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527659,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61267.17892,0.3391,52,52,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527661,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61268.17892,0.2422,36,36,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527662,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61269.17892,0.2539,58,58,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527663,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61270.17892,0.2597,42,42,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527664,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61271.17892,0.2326,73,73,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527665,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61272.17892,0.2946,62,62,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527666,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61273.17892,0.2597,27,27,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527667,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61274.17892,0.2558,63,63,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527668,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61275.17892,0.2888,52,52,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527670,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61276.17892,0.2965,92,92,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527671,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61277.17892,0.2539,96,96,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527672,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61278.17892,0.2946,31,31,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527673,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61279.17892,0.2422,131,131,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527674,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61280.17892,0.2539,61,61,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527676,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61281.17892,0.2558,120,120,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527680,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61282.17892,0.2752,67,67,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527682,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61283.17892,0.2422,52,52,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527684,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61284.17892,0.2674,50,50,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527685,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61285.17892,0.2558,91,91,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527686,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61286.17892,0.25,50,50,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527687,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61287.17892,0.25,78,78,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527688,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61288.17892,0.2461,65,65,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527689,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61289.17892,0.2422,46,46,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527691,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61290.17892,0.2461,122,122,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527692,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61291.17892,0.2461,74,74,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527693,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61292.17892,0.2364,29,29,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527694,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61293.17892,0.2422,132,132,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527696,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61294.17892,0.2461,65,65,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527698,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61295.17892,0.2655,113,113,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527700,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61296.17892,0.2481,116,116,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527701,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61297.17892,0.2422,36,36,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527720,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61298.17892,0.2558,124,124,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527722,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61299.17892,0.2597,40,40,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527723,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61300.17892,0.2461,65,65,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527725,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61301.17892,0.1609,156,156,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527727,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61302.17892,0.2016,164,164,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527729,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61303.17892,0.2287,133,133,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527730,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61304.17892,0.1705,375,375,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527732,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61305.17892,0.1628,211,211,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527733,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61306.17892,0.1802,219,219,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527734,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61307.17892,0.1705,117,117,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527744,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61308.17892,0.1473,148,148,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527745,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61309.17892,0.1628,104,104,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527755,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61310.17892,0.25,127,127,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527762,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61311.17892,0.2422,72,72,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527767,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61312.17892,0.2422,30,30,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527768,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61313.17892,0.2655,98,98,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527770,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61314.17892,0.2461,92,92,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527773,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61315.17892,0.3043,74,74,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527778,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61316.17892,0.1957,172,172,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527780,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61317.17892,0.2655,117,117,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527784,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61318.17892,0.1802,141,141,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527786,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61319.17892,0.2694,78,78,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527787,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61320.17892,0.2287,104,104,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527789,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61321.17892,0.2364,62,62,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527790,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61322.17892,0.2888,55,55,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527791,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61323.17892,0.2326,62,62,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527798,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61324.17892,0.2422,97,97,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527799,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61325.17892,0.2481,83,83,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527801,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61326.17892,0.2597,13,13,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527803,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61327.17892,0.2422,19,19,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527805,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61328.17892,0.3198,29,29,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527806,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61329.17892,0.2422,79,79,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527807,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61330.17892,0.3314,25,25,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527808,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61331.17892,0.2422,112,112,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527809,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61332.17892,0.3159,85,85,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527810,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61333.17892,0.2674,87,87,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527811,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61334.17892,0.2461,101,101,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527813,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61335.17892,0.2422,107,107,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527814,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61336.17892,0.1899,78,78,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527818,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61337.17892,0.2422,64,64,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527819,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61338.17892,0.2694,94,94,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527826,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61339.17892,0.2151,70,70,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527828,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61340.17892,0.2481,62,62,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527831,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61341.17892,0.2888,76,76,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527832,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61342.17892,0.2364,49,49,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527835,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61343.17892,0.2461,73,73,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527838,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61344.17892,0.2615,57,57,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527840,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61345.17892,0.2762,25,25,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527845,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61346.17892,0.2615,83,83,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527846,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61347.17892,0.2615,77,77,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527847,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61348.17892,0.3117,49,49,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527850,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61349.17892,0.2971,58,58,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527862,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61350.17892,0.1674,3459,3459,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527868,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61351.17892,0.2657,110,110,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527869,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61352.17892,0.2657,47,47,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527870,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61353.17892,0.2615,35,35,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527871,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61354.17892,0.2615,55,55,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527872,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61355.17892,0.2364,109,109,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527880,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61356.17892,0.4247,21,21,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527883,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61357.17892,0.2699,38,38,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527884,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61358.17892,0.2699,76,76,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527885,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61359.17892,0.2615,23,23,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527886,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61360.17892,0.2762,70,70,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527887,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61361.17892,0.2615,68,68,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527888,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61362.17892,0.3222,17,17,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527895,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61363.17892,0.2552,72,72,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527913,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61364.17892,0.2657,74,74,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527914,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61365.17892,0.2699,26,26,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527915,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61366.17892,0.2887,79,79,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527916,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61367.17892,0.2699,82,82,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527917,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61368.17892,0.2552,96,96,10.75,5.1562,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527918,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61369.17892,0.2116,104,104,10.75,7.0358,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527921,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61370.17892,0.3042,29,29,10.75,9.271,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527923,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61371.17892,0.3117,21,21,10.75,4.7752,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527928,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61372.17892,0.3117,26,26,10.75,4.7752,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527935,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61373.17892,0.2866,28,28,10.75,4.7752,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527940,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61374.17892,0.2762,46,46,10.75,4.7752,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527943,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61375.17892,0.295,31,31,10.75,4.7752,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527944,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61376.17892,0.2615,21,21,10.75,4.7752,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527946,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61377.17892,0.2908,46,46,10.75,4.7752,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527949,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61378.17892,0.3117,54,54,10.75,4.7752,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
pipeline,1527950,Rosen,AFD,2014-11-27 12:00:00,,Long Seam Weld Anomaly,E,61379.17892,0.2845,62,62,10.75,4.7752,359,30,1970-12-31 12:00:00,,61441.3,7000,16541.42,61441.3
